District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Goalpara,"Balijana - Balbala Marginal Bund, Vill- Kalpani | Balbala Marginal Bund is in the grip of erosion by river Jinari. Reach length at Ch. 250m is 90m and average width is 2m & Reach length at Ch. 1200m is 25m and average width is 1 m. Date- 20.05.2022 | 0,  Matia - Baladmari Char Pt-IV | Left Bank erosion of river Jaljali at Baladmari Char Pt-IV. Total length = 200 meters (approx.) as on 20/05/2022 | 0",20-05-2022,"{'Balijana ': 2, 'Matia ': 1}",,,,
Tinsukia,Sadiya - lakhimpuria | Bank erosion at Lakhimpuria by Kundil river. stretch area 30m. Date from 27/06/2022 to 29/06/2022. | 0,29-06-2022,{'Sadiya ': 1},,,,
Tinsukia,Sadiya - lakhimpuria | river bank erosion is reported from lakhimpuria village by the Gaonpradhan. stretch area 50m. date from 30/07/2022 to 4/08/2022. | 4,04-08-2022,{'Sadiya ': 1},,,,
Tinsukia,"Sadiya - Na lakhimpuria | River bank erosion is reported at Na- lakhimpuria village by Kundil river. Stretch area 200m. From date 25/ 07/2022 to 31/07/2022. ( 27.92386?, 95.785844?) | 0",31-07-2022,{'Sadiya ': 1},,,,
Tinsukia,"Sadiya - koilabasti | 2. Active erosion is reported from Koilabasti area by Kundil river. Reported by concern Gaonpradhan. 27°50'48.8""N, 95°42'45.2""E. Stretch area 10m. From date 30/7/2022 to 02/07/2022. | 0",02-07-2022,{'Sadiya ': 1},,,,
Tinsukia,"Tinsukia - KHAMTIGUWALI KOILA PATHER | 1. Active river bank erosion is going on at Khamtiguwali Koila Pather area since 29/06/2022 till 01/07/2022. As per report by WR department, the stretch area is 100m. | 90",01-07-2022,{'Tinsukia ': 1},,,,
Tinsukia,"Sadiya - koilabasti | 1. Active erosion is reported from Koilabasti area by Kundil River. Reported by concern Gaonpradhan. 27%B050'48.8""N, 95%B042'45.2""E. Stretch area 35m. From date 18/ 7/2022 to 20/07/2022. | 0",20-07-2022,{'Sadiya ': 1},,,,
Tinsukia,"Sadiya - koilabasti | 1. Active erosion is reported from Koilabasti area by Kundil River. Reported by concern Gaonpradhan. 27%B050'48.8""N, 95%B042'45.2""E. Stretch area 30m. From date 18/ 7/2022 to 19/07/2022. | 0",19-07-2022,{'Sadiya ': 1},,,,
Tinsukia,"Tinsukia - 1. Khamtiguwali Koila Pather | 1. Active river bank erosion is going on at Khamtiguwali Koila Pather area since 29/06/2022 till 30/06/2022. As per report by WR department, the stretch area is 100m. | 90",30-06-2022,{'Tinsukia ': 2},,,,
Tinsukia,"Sadiya - 1. Koilabasti | 1. Active erosion is reported from Koilabasti area by Kundil river since 18/07/2022 till 21/07/2022. As per report received from the WR department and concerned Gaon Pradhan, the stretch area is 30m. | 0",21-07-2022,{'Sadiya ': 2},,,,
Tinsukia,"Sadiya - Na- lakhimpuria | River bank erosion is reported at Na- lakhimpuria village by Kundil river. Stretch area 200m. From date 25/ 07/2022 to 30/07/2022. ( 27.92386?, 95.785844?). The report received from concerned Field Officer. | 0",30-07-2022,{'Sadiya ': 1},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 06/07/2022. As per information received from WR department officials the affected stretch is about 80 m in length. | 0,06-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 07/07/2022. As per information received from WR department officials the affected stretch is about 80 m in length. | 0,07-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 09/07/2022. As per information received from WR department officials the affected stretch is about 80 m in length. | 0,09-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 08/07/2022. As per information received from WR department officials the affected stretch is about 80 m in length. | 0,08-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 11/07/2022. As per information received from WR department officials the affected stretch is about 81 m in length. | 0,11-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 12/07/2022. As per information received from WR department officials the affected stretch is about 81 m in length. | 0,12-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 14/07/2022. As per information received from WR department officials the affected stretch is about 81 m in length. | 0,14-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 10/07/2022. As per information received from WR department officials the affected stretch is about 80 m in length. | 0,10-07-2022,{},,,,
Tinsukia,Doomdooma - Village: No. 2 Na-Barmura ( Canopas) | River Bank erosion is being observed at No. 2 Na- Barmura (Canopas)on the left Bank of River Brahmaputra since 03/07/2022 till 13/07/2022. As per information received from WR department officials the affected stretch is about 81 m in length. | 0,13-07-2022,{},,,,
Tinsukia,Doomdooma - Village: Phelai NC ( Nawkata NC) | River Bank erosion is being observed at Phelai area on the left Bank of River Brahmaputra since 10/10/2022 till 15/10/2022.The embankment is under risk of erosion in the downstream. As per information received from WR department officials the affected stretch is about 300 m in length. | 0,15-10-2022,{},,,,
Tinsukia,"Sadiya - 1. Lachon gaon( Amarpur) | Bank erosion by Datung river reported by Gaonpradhan. Stretched area 200m. From date 11/10/2022 to 12/10/2022. | 5,  Tinsukia - 1. Khamtiguwali TE (KoilaPather) Mouza: Rangagora | Active river bank erosion is going on at Dibru River since 11/10/2022 till 12/10/2022. As per report by Gaonpradhan, the stretch area is 25 m. | 30",12-10-2022,"{'Sadiya ': 2, 'Tinsukia ': 2}",,,,
Tinsukia,"Sadiya - Koilabasti , Lakhimpuria | 1. Active erosion is reported from Koilabasti area by Kundil river. Reported by concern Gaon pradhan. Stretch area is 25m. From date 30/07/2022 to 05/07/2022. Long 27°50'48.8""N, Lati 95°42'45.2""E. 2.Bank erosion by Kundil river is reported by Gaon pradhan at Lakhimpuria. Stretch area is 22m. Date from 30/06/2022 to 05/07/2022. | 0",05-07-2022,{'Sadiya ': 2},,,,
Tinsukia,"Sadiya - 1. Koilabasti 2. Lakhimpuria | 1. Active erosion is reported from Koilabasti area by Kundil river. Reported by concern Gaon pradhan. Stretch area is 25m. From date 30/07/2022 to 04/07/2022. Long 27°50'48.8""N, Lati 95°42'45.2""E. 2.Bank erosion by Kundil river is reported by Gaon pradhan at Lakhimpuria. Stretch area is 22m. Date from 30/06/2022 to 04/07/2022. | 0",04-07-2022,{'Sadiya ': 3},,,,
Tinsukia,"Sadiya - 1. Koilabasti, 2. Lakhimpuria | 1. Active erosion is reported from Koilabasti area by Kundil river. Reported by concern Gaon pradhan. Stretch area is 20m. From date 30/07/2022 to 03/07/2022. Long 27°50'48.8""N, Lati 95°42'45.2""E. 2.Bank erosion by Kundil river is reported by Gaon pradhan at Lakhimpuria. Stretch area is 20m. Date from 30/06/2022 to 3/07/2022. | 0",03-07-2022,{'Sadiya ': 4},,,,
Tinsukia,"Sadiya - 1. 8th mile 2. kailabast. | 1. Erosion at 8th mile by Kundil river under the bridge since 16/06/2022 to 17/06/2022 as per report received from the concerned Gaon Pradhan. Stretch area is 01 m. Location ( 27°52'02""N, 95°45'36""E). 2. Active erosion is reported from Koilabasti area by Kundil river since 16/ 06/2022 to 17/06/2022 by concerned Gaon Pradhan. Stretch area is 3 m. Location (27°50'48.8""N, 95°42'45.2""E). | 4",17-06-2022,{'Sadiya ': 3},,,,
Tinsukia,"Sadiya - 8th mile, koilabasti, lakhimpuria | 1. Erosion at 8th mile by Kundil river under the bridge since 16/06/2022 to 19/06/2022 as per report received from the concerned Gaon Pradhan. Stretch area is 04 m. Location ( 27°52'02""N, 95°45'36""E). 2. Active erosion is reported from Koilabasti area by Kundil river since 16/ 06/2022 to 19/06/2022 by concerned Gaon Pradhan. Stretch area is 05 m. Location (27°50'48.8""N, 95°42'45.2""E). | 0",19-06-2022,{'Sadiya ': 3},,,,
Tinsukia,"Tinsukia - 1. KHAMTIGUWALI KOILA PATHER | Active river bank erosion is going on at Dibru River since 11/10/2022 till 14/10/2022. As per report by the Gaonpradhan, the stretch area is 30 m. | 0,  Doomdooma - 1. Village: Phelai NC ( Nawkata NC) | River Bank erosion is being observed at Phelai area on the left Bank of River Brahmaputra since 10/10/2022 till 14/10/2022.The embankment is under risk of erosion in the downstream. As per information received from WR department officials the affected stretch is about 300 m in length. | 0",14-10-2022,{'Tinsukia ': 2},,,,
Tinsukia,"Sadiya - 8th mile, Kailabasti, Lakhimpuria | 1. Erosion at 8th mile by Kundil river under the bridge since 16/06/2022 to 20/06/2022 as per report received from the concerned Gaon Pradhan. Stretch area is 04 m. Location ( 27°52'02""N, 95°45'36""E). 2. Active erosion is reported from Koilabasti area by Kundil river since 16/ 06/2022 to 20/06/2022 by concerned Gaon Pradhan. Stretch area is 10 m. Location (27°50'48.8""N, 95°42'45.2""E). 3. Active erosion is reported from Lakhimpuria area by Kundil river since 16/ 06/2022 to 20/06/2022 by concerned Gaon Pradhan. Stretch area is 5 m. | 0",20-06-2022,{'Sadiya ': 3},,,,
Tinsukia,"Margherita - 1. Namdang Bashbari | Active erosion is going on the South bank side of Buridihing river at Namdang Basbari since 17/06/2022 till 18/06/2022 As per report received from the Field Officer Margherita , the stretch area is 3000m. | 10,  Sadiya - 1. 8th mile. 2. koilabasti | 1. Erosion at 8th mile by Kundil river under the bridge since 16/06/2022 to 17/06/2022 as per report received from the concerned Gaon Pradhan. Stretch area is 02 m. Location ( 27°52'02""N, 95°45'36""E). 2. Active erosion is reported from Koilabasti area by Kundil river since 16/ 06/2022 to 17/06/2022 by concerned Gaon Pradhan. Stretch area is 04 m. Location (27°50'48.8""N, 95°42'45.2""E). | 10",18-06-2022,"{'Margherita ': 2, 'Sadiya ': 3}",,,,
Tinsukia,"Doomdooma - 1. Village: Phelai NC ( Nawkata NC),  2. Village : No. 3 Kordoiguri ( Goriyating ) | 1. Severe erosion  is being observed at Phelai( Nawkata) area on the left Bank of River Brahmaputra since 5/04/2022 till 15/05/2022. The affected stretch is about 1500 m.  10 m offset remains as of now  from the Brahmaputra Embankment.( Long: 95.523457, Lati:27.745786 )2.  River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Dangari since 2/04/2022 till 15/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. | 0",15-05-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: Phelai NC ( Nawkata NC),  2. Village : No. 3 Kordoiguri ( Goriyating ) | 1. Severe erosion  is being observed at Phelai( Nawkata) area on the left Bank of River Brahmaputra since 5/04/2022 till 16/05/2022. The affected stretch is about 1500 m.  10 m offset remains as of now  from the Brahmaputra Embankment.( Long: 95.523457, Lati:27.745786 )2.  River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Dangari since 2/04/2022 till 16/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. | 0",16-05-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: Phelai NC ( Nawkata NC),  2. Village : No. 3 Kordoiguri ( Goriyating ) | 1. Severe erosion  is being observed at Phelai( Nawkata) area on the left Bank of River Brahmaputra since 5/04/2022 till 17/05/2022. The affected stretch is about 1500 m.  10 m offset remains as of now  from the Brahmaputra Embankment.( Long: 95.523457, Lati:27.745786 )2.  River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Dangari since 2/04/2022 till 17/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. | 0",17-05-2022,{},,,,
Tinsukia,"Sadiya - 1. Lachon gaon( Amarpur) | Active river bank erosion by Datung river is reported by the Gaonpradhan. Stretch area 300m. From date 11/10/2022 to 13/10/2022. | 15,  Tinsukia - 1. KHAMTIGUWALI KOILA PATHER | Active river bank erosion is going on at Dibru River since 11/10/2022 till 13/10/2022. As per report by the Gaonpradhan, the stretch area is 25 m. | 0,  Doomdooma - 1. Village: Phelai NC ( Nawkata NC) | River Bank erosion is being observed at Phelai area on the left bank of River Brahmaputra since 10/10/2022 till 13/10/2022.The embankment is under risk of erosion in the downstream. As per information received from WR department officials, the affected stretch is about 300 m in length. | 0",13-10-2022,"{'Sadiya ': 2, 'Tinsukia ': 2}",,,,
Tinsukia,"Sadiya - 8th mile, Koilabasti, Lakhimpuria, Amarpur Gaon | 1. Erosion at 8th mile by Kundil river under the bridge since 16/06/2022 to 21/06/2022 as per report received from the concerned Gaon Pradhan. Stretch area is 04 m. Location ( 27°52'02""N, 95°45'36""E). 2. Active erosion is reported from Koilabasti area by Kundil river since 16/ 06/2022 to 21/06/2022 by concerned Gaon Pradhan. Stretch area is 10 m. Location (27°50'48.8""N, 95°42'45.2""E). 3. Active erosion is reported from Lakhimpuria area by Kundil river since 16/ 06/2022 to 21/06/2022 by concerned Gaon Pradhan. Stretch area is 5 m. 4. Active erosion is reported from Amarpur Gaon by Dibang river since 16/ 06/2022 to 21/06/2022 by concerned Gaon Pradhan. Stretch area is 10 m. | 0",21-06-2022,{'Sadiya ': 4},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Darjijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 12/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 12/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",12-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 02/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 02/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",02-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 03/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 03/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",03-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Dorjijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 11/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 410 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 11/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 462 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",11-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 05/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 05/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",05-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Darjijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 08/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 08/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",08-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Darjijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 09/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 09/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",09-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Darzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 07/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 07/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",07-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Darjijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 10/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 410 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 10/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 462 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",10-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 06/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 06/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",06-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village: No. 1 Kordoiguri(Darjijan), 2. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan) on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 04/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 2. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra) on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 04/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 460 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",04-06-2022,{},,,,
Tinsukia,"Sadiya - Majgaon (Amateur) | As per information received from concerned gaonpradhan river bank erosion is being observed at majgaon(amarpur) on the North Bank of River datung since 12/05/2022 till 18/05/2022. ,the affected stretch is about 250m. | 0,  Doomdooma - 1. Village: Phelai NC ( Nawkata NC), 2. Village : No. 3 Kordoiguri ( Goriyating ) | 1. Severe erosion is being observed at Phelai( Nawkata) area on the left Bank of River Brahmaputra since 5/04/2022 till 18/05/2022. The affected stretch is about 1500 m. 10 m offset remains as of now from the Brahmaputra Embankment.( Long: 95.523457, Lati:27.745786 ) 2. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Dangari since 2/04/2022 till 18/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. | 0",18-05-2022,{'Sadiya ': 1},,,,
Tinsukia,"Margherita - Chippe basti to Moulang gaon embankment | Severe bank erosion from chainage 1700m to 2100m on the left bank of Tirap River, it's 400mtr down stream of the existing protection work at chipe basti to Moulang Gaon embankment. | 0,  Doomdooma - 1. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 5 and 6), 2. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 6 and 7) | 1. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 01/09/2022 in between Land Spur no. 5 and 6. As per information received from WR department officials, the affected stretch is about 200 m in length (Latitude : 27.69712 , Longitude: 95.75679) 2. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 01/09/2022 in between Land Spur no. 6 and 7. As per information received from WR department officials, the affected stretch is about 200 m in length. (Latitude : 27.69883 , Longitude: 95.75769) | 0",01-09-2022,{'Margherita ': 1},,,,
Tinsukia,"Margherita - 1. T/ Dyke from Chippibasti to Moulang gaon | Severe bank erosion from Chainage 1700 m to 2100m on the left bank of Tirap river at T/ Dyke from Chippibasti to Moulang gaon embankment since 01/08/2022 till 02/09/2022. As per information received from WR department officials, the affected stretch is about 400 m in length | 0,  Doomdooma - 1. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 5 and 6), 2. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 6 and 7) | 1. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 02/09/2022 in between Land Spur no. 5 and 6. As per information received from WR department officials, the affected stretch is about 200 m in length (Latitude : 27.69712 , Longitude: 95.75679) 2. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 02/09/2022 in between Land Spur no. 6 and 7. As per information received from WR department officials, the affected stretch is about 200 m in length. (Latitude : 27.69883 , Longitude: 95.75769) | 0",02-09-2022,{'Margherita ': 2},,,,
