District,Details,Date,Number of Damages (computed),NumberofDamages_RevenueCircle_level (computed),,,,,
Goalpara,"Balijana - Irrigation Canal/Scheme Damaged | Saplangkata FIS PT No. 4 flood damaged portion of guide bund, damage length-14.0 M. Reported by Goalpara West Jaleswar Division, Irrigation, Goalpara. Date of occurrence- 19.06.2022, date of information received - 24.06.2022., Irrigation Canal/Scheme Damaged | Saplangkata FIS PT No. 2 damaged portion of right brick canal from Ch.30.0M to 50.0 M . Lat- 26.03088 & Long- 90.489051.Reported by Goalpara West Jaleswar Division, Irrigation, Goalpara. Date of occurrence- 19.06.2022, date of information received - 24.06.2022., Irrigation Canal/Scheme Damaged | Saplangkata FIS PT No. 2 damaged portion of left brick canal from Ch.100.0M to 135.0 M. Lat- 26.03.791 & Long- 90.487874.Reported by Goalpara West Jaleswar Division, Irrigation, Goalpara. Date of occurrence- 19.06.2022, date of information received - 24.06.2022., Irrigation Canal/Scheme Damaged | Pandoba FIS approach road damaged length- 20.0 M. Lat-26.056936 & Long - 90.418648. Reported by Goalpara West Jaleswar Division, Irrigation, Goalpara. Date of occurrence- 19.06.2022, date of information received - 24.06.2022., Irrigation Canal/Scheme Damaged | Saplangkata FIS PT No. 2 damaged portion of branch brick canal from Ch.20.0M to 35.0 M . Lat- 26.03107 & Long- 90.489031.Reported by Goalpara West Jaleswar Division, Irrigation, Goalpara. Date of occurrence- 19.06.2022, date of information received - 24.06.2022., Irrigation Canal/Scheme Damaged | Saplangkata FIS PT No. 1 damaged portion of brick canal from Ch.360.0M to 380.0 M. Reported by Goalpara West Jaleswar Division, Irrigation, Goalpara. Date of occurrence- 19.06.2022, date of information received - 24.06.2022.",25-06-2022,1,{'Balijana ': 1},,,,,
Nalbari,Banekuchi - Culvert Approach Road Damaged | On 17/6/2022 Dakshin Kendukuchi RCC Culvert Damaged report from 17/6/2022,12-07-2022,0,{'Banekuchi ': 2},,,,,
Nalbari,Paschim Nalbari - Culvert Approach Road Damaged | Damage of slab culvert at Panigaon. Information received from PWRD Department 0n 02/07/2022,02-07-2022,0,{'Nalbari ': 1},,,,,
Nalbari,"Banekuchi - Bamboo Foot Bridge | As per report from PWD department on 21 June ,2022 one Bridge washed away and damaged in Rajakhat Village on Hothajan",15-07-2022,0,{'Banekuchi ': 1},,,,,
Nalbari,"Ghograpar - Elementary Schools Damaged | As per report received Gaon Pradhan, on 04/07/2022, 1 (one) L.P school namely 1 No. Nimua Latima LP School has been partially damaged",04-07-2022,0,{'Ghograpar ': 1},,,,,
Nalbari,Ghograpar - Culvert Approach Road Damaged | As per PWRD WT msg 12 No of Culvert has been damaged / Washed away on 16/06/2022 at various villages under Ghograpar Revenue Circle,17-06-2022,0,{'Ghograpar ': 1},,,,,
Nalbari,"Nalbari - Culvert Approach Road Damaged | As per report received from PWRD, Deptt Nalbari via whatsapp group on 23.05.2022, Slab culvert damaged at kajipara tum Suburi. Approximate length 21.9 M",23-05-2022,0,{'Nalbari ': 1},,,,,
Nalbari,Paschim Nalbari - Road Breaches | Nalbari Palla road to Solmara Pokhura via Kathla breach occured at ch 1230.00 m with 5.00 m. Information received from PWRD Department via WhatsApp on 3/08/2022.,03-08-2022,0,{'Nalbari ': 1},,,,,
Nalbari,"Nalbari - Bridge Approach Road Damaged | As per the W.T msg no 1377-80 dated 26.05.2022 received from water resources department on 26.05.2022, Hajo Nalbari road at bagals road chowk, bridge approach damage",27-05-2022,0,{'Nalbari ': 2},,,,,
Nalbari,"Nalbari - Culvert Approach Road Damaged | As per the W.T msg No-1818-21 dated 07.06.2022 from E.E, PWRD, Nalbari Dist Territorial Road Division received on 08.06.2022, a Culvert Damage in NH-31 to Charminar Chowk Road",09-06-2022,0,{'Nalbari ': 2},,,,,
Nalbari,"Paschim Nalbari - Handloom & Textile Deptt | 19 nos. of weavers Femalely affected , Damage of loom accessories, weaven cloths etc . Information received from Handloom and textile Department on 23.06.2022, Tihu - Anganwadi Centres Affected | TOTAL 11 NOS OF AWC DAMAGED UNDER BARAMA ICDS PROJECT .INFORMATION RECEIVED FROM CDPO,BARAMA.DATE OF SUBMERGED:17/06/2022",23-06-2022,0,"{'Nalbari ': 1, 'Tihu ': 1}",,,,,
Nalbari,"Banekuchi - Road Breaches | As reported by Gaon Pradhan on 15/6/2022 at 8 PM ,Madhupur to Bihampur PWD road at Barakhat suburi damaged , Anganwadi Centres Affected | As reported by Gaon Pradhan on 15/6/2022 .23 No Gorber AWC submerged , Culvert Approach Road Damaged | Banekuchi Chowk to Mohon bazar Road Submerged and Damaged as per Reported PWD Roads on 16.06.2022",16-06-2022,0,{'Banekuchi ': 3},,,,,
Nalbari,"Tihu - Veterinary Deptt Infrastructure | BOUNDARY WALL PARTIALLY DAMAGED.INFORMATION RECEIVED FROM VO,TIHU STATE VET. DISPENSARY .DATE OF SUBMERGED:17/06/2022, Secondary Schools Damaged | TOTAL 6 NOS OF HIGH SCHOOL HIGHLY SUBMERGED.INFORMATION RECEIVED FROM SA,IS OFFICE .DATE OF SUBMERGED :17/06/2022, Nalbari - Culvert Approach Road Damaged | As per the report received from PWRD on 23.06.2022 Sariahtali to Suplekuchi road culvert damaged",25-06-2022,0,"{'Tihu ': 2, 'Nalbari ': 1}",,,,,
Nalbari,"Banekuchi - Culvert Approach Road Damaged | as reported by PWD (Road) Department on 15/06/2022 Saplekuchi to Merkuchi PWD road damaged and Culvert Damaged, Culvert Approach Road Damaged | As reported by Gaon Pradhan of Kashimpur village on 15/06/2022. the Gohain Kamal PWD road to 39 No. GP office road submerged ., Anganwadi Centres Affected | As reported by Gaon Pradhan of Kashimpur Village 2 nos. of AWC submerged on 15/06/2022, Elementary Schools Damaged | As reported by Gaon Pradhan of Kashimpur Village 1 No. Kashimpur LPS submerged dated 15/06/2022",15-06-2022,0,{'Banekuchi ': 4},,,,,
Nalbari,"Banekuchi - Damaged SPT Bridge | As per report of PWD (Road) department on 20/5/2022 Mohan Bazar Auhati Road SPT Br. No.1/1 damaged .Lat 26.434334 and Long 91.370183 .Location Village: Kharsitha (Raisha ghat), Ghograpar - Culvert Approach Road Damaged | As per PWRD report, on 20/05/2022 one culvert 1/1 approach road damage. Length - 50 M, Paschim Nalbari - Handloom & Textile Deptt | Looms , accessories and weaven cloth of 1 no. numbers of weavers in Lokhopur (Gandhibasti) area are affected. Information received from Handloom and Textile department 0n 21/05/2022",21-05-2022,0,"{'Banekuchi ': 1, 'Ghograpar ': 1, 'Nalbari ': 1}",,,,,
Nalbari,"Ghograpar - Culvert Approach Road Damaged | As per W.T msg Received from PWRD, on 18/06/2022 7 nos of Culvert has been damaged, Tihu - Fisheries/Pond | 232.37 hector submerged fishery Land under Tihu RC . As per report Fishery official as on 18/062022, Paschim Nalbari - Handloom & Textile Deptt | 35 nos. weavers family affected. Damage of loom accessories, woven cloths etc. Information received from handloom and textile dept. on 19/06/2022 , Fisheries/Pond | 921 nos. of farmer families fisheries with 184.6 H.A area submerged and affected due to flood and heavy rainfall. Information received from Fishery Deptt. on 19/06/2022",19-06-2022,0,"{'Ghograpar ': 1, 'Tihu ': 1, 'Nalbari ': 2}",,,,,
Nalbari,"Barbhag - Bamboo Foot Bridge | Bamboo foot bridge on river Baralia at village Nakheti wahsed away on 16/05/2022 as per report by Gaubuhra, Bamboo Foot Bridge | Bamboo foot bridge on sath jaan at village Raikuchi wahsed away on 16/05/2022 as per report by Gaubuhra, Ghograpar - Bamboo Foot Bridge | as per information received fron GB, A Bamboo foot bridge at village sathamou on 16/05/2022 has been washed away due to inundation of heavy rain water, Paschim Nalbari - Bridge Approach Road Washed Away | SPT Bridge over River Burhadia in Amoni Babathan road, Length of the bridge 50.00 m. Washed away on 16/05/2022.As per information received from AEE, PWRD department., Tihu - PWSS Damaged | Bamunbari PWSS, Lat /Long:26.527904&amp;amp;91.277388, information received from JE, PHE",17-05-2022,0,"{'Barbhag ': 2, 'Ghograpar ': 1, 'Nalbari ': 1, 'Tihu ': 0}",,,,,
Nalbari,"Nalbari - Bridge Approach Road Damaged | As per the report received from PWRD, Nalbari Territorial Divison, Nalbari via whatsapp group on 06.06.2022, BBNG to Bhuyarkuchi bridge approach road damaged due to rain water, Ghograpar - Bridge Approach Road Damaged | As per information received from PWRD, due to incessant rainfall, on 06/06/2022 Rangia -Dhamdhama road RCC bridge no.20/1 approach damage, Length - 10 M , Bridge Approach Road Damaged | As per information received from PWRD, due to incessant rainfall, on 06/06/2022 Rangia -Dhamdhama road RCC bridge no.16/1 approach damage, Length - 5 M , Bridge Approach Road Damaged | As per information received from PWRD, due to incessant rainfall, on 06/06/2022 ,3No Balitara to 4No Balitara BR.No.1/1 Approach road damaged. Length 10 MTR",07-06-2022,0,"{'Nalbari ': 1, 'Ghograpar ': 3}",,,,,
Nalbari,"Paschim Nalbari - Handloom & Textile Deptt | 80 nos. of weavers family and grand total 917 nos. families till today affected by flood. Damage of loom and accessories, weaven cloths etc. Information received from Handloom and Textile Department on 27/06/2022 , Washed away SPT Bridge | SPT Bridge over River Burhadia on Amoni babarthan road. Information received from PWRD on 29/06/2022, Bamboo Foot Bridge | Bamboo foot bridge damaged on Phulguri LP School to Baragopal Than. Information received from PWRD on 29/06/2022., Ghograpar - Culvert Approach Road Damaged | As per infoarmation received from PWRD, on 28/06/2022, 2(two) nos of culvert has been damaged at Rangafali nad Naherbari, Handloom & Textile Deptt | As per information received from concerned department, on 28/06/2022, 27 nos. of weavers has been affected",29-06-2022,0,"{'Nalbari ': 3, 'Ghograpar ': 2}",,,,,
Nalbari,"Paschim Nalbari - Irrigation Canal/Scheme Damaged | Burhadia ELIS Point No- 4 & 5, Amoni ELIS, Ghilazari DTWIS Point No. 1, Solmara DTWIS Point No. 1, all Schemes are submerged due to floodwater of Burhadia River. Information received from Irrigation Department on 17/06/2022. , Handloom & Textile Deptt | 52 nos. weavers family affected. Damage of loom accessories, woven cloths etc. Information received from handloom and textile dept. on 19/06/2022, Banekuchi - Culvert Approach Road Damaged | Kashimpur to Merkuchi Road and Culvert Damaged Report From PWD Department on 18.06.2022., Barkhetri - Handloom & Textile Deptt | 31 Nos weavingshawn partially damaged of looms and accessories ,looms post ,woven cloth and running warp ect as reported by demonstrator,handloom and textle Nalbarii on 20.06.2022 , Fisheries/Pond | Appro 2800 Fishery farmer ,covering aprox 720 HCt. fishery area affected by Flood /Rain as reported by Fishery demonstrator Barkhetri on 20.06.2022",20-06-2022,0,"{'Nalbari ': 2, 'Banekuchi ': 1, 'Barkhetri ': 2}",,,,,
Nalbari,"Tihu - Health Sub-Centre | Bhojkuchi Sub Center submerged due to flood. Damage assessment is going on. Lat &amp;amp; Long: 26.424573/91.290532, Date of Submerged:17/05/2022, Barkhetri - Bridge Approach Road Damaged | due to incessant rain side berms of RCC Bridge approaches of RCC Br No1/1 on Mukalmua to Bhangnamri Ferry Ghat road at Mukalmua Bazar damaged and eroded. North side Br.Approach damage 22 m and south side Br. Approach damge 23m. as reported by AEE, PWRD Barkhetri on 20/05/2022., Paschim Nalbari - Handloom & Textile Deptt | Looms , accessories and weaven cloth of 8 numbers of weavers in Lokhopur (Gandhibasti) area are affected. Information received from Handloom and Textile department 0n 20/05/2022 , Barbhag - Irrigation Canal/Scheme Damaged | Erosion occurred at lenth 260.00 mtr date as on 20-05-2022, Irrigation Canal/Scheme Damaged | Erosion occurred at lenth 320.00 mtr dated as on 20-05-2022, Irrigation Canal/Scheme Damaged | Erosion occurred at lenth 220.00 mtr dated as on 20-05-2022",20-05-2022,0,"{'Tihu ': 1, 'Barkhetri ': 1, 'Nalbari ': 1, 'Barbhag ': 3}",,,,,
Nalbari,"Banekuchi - Fisheries/Pond | On 19/6/2022 appro. 70 numbers of fisheries/Pond had affected in flood water report from Fisheries Department, Handloom & Textile Deptt | On 19/6/2022 appr. 150 families had affected in flood water report from Handloom &Textile Department, Paschim Nalbari - Anganwadi Centres Affected | Total 65 nos. AWC are affected by flood. Information received from CDPO on 29/06/2022, PWSS Damaged | Total 15 nos. of PWSS are damaged due to flood. Information received from PHE Belsor Division on 29/06/2022., Ghograpar - Handloom & Textile Deptt | As per concerned department, on 29/06/2022, 31 (Thirty one) nos. of weavers has been affected., Nalbari - Handloom & Textile Deptt | As per the report received from Handloom & Textile Deptt, Nalbari on 30/06/2022, 255 nos. weavers are affected due to flood occurred on 15/06/2022 to 22/06/2022 , Fisheries/Pond | As per the report received from Fisheries Deptt, Nalbari on 29/06/2022, 1270 nos. of farmers covering total 340.50 Hect. Fish Culture area affected due to flood occurred on 15/06/2022 to 22/06/2022",30-06-2022,0,"{'Banekuchi ': 2, 'Nalbari ': 2, 'Ghograpar ': 7}",,,,,
Nalbari,"Ghograpar - Bridge Approach Road Damaged | As per information received from PWD roads department on 16/05/2022, RCC Bridge no. 1/2 approach road (Dhamdhama-Sataibari road)damaged, Length - 20 M approx, Lat - 265388, long 91.4914, Culvert Approach Road Damaged | As per information received from PWD Roads department on 16/05/2022SHP culvert (500M) at gohain Kamal Ali Road submerged, Length of road - 250 M, Lat - 26.553, Long - 91.4893, Banekuchi - Road Breaches | Breach appr. 15 mtr. agreebandh of Chaplekuchi Village of Burhadia River 16/05/22 report received from goanpradhan.1, Culvert Approach Road Damaged | 1)Buta chowk to Barjhar Road culvert damage at Bangnabari village aprox 5 mtr 16/05/2022 report received PWD departmet2022 report received from lPWD Depart. On 16/05/2022, Culvert Approach Road Damaged | PWD road Kathalbari to Marami chowk near naddya suburi culvert damaged Aprox 5 mtr 16/05 2022repoert received from PWD Department , Nalbari - Elementary Schools Damaged | Pushpakpur LP school submerged due to rain water 16/05/2022 report received from BEO Pub Nalbari",16-05-2022,1,"{'Ghograpar ': 1, 'Banekuchi ': 0, 'Nalbari ': 0}",,,,,
Nalbari,"Banekuchi - Irrigation Canal/Scheme Damaged | Burhadia ELIS point 1, 2,3 Village :Kashimpur have submerged on 18/5/2022 as per report from Irrigation department. Lat 26.512345 and Long 91.440158, Culvert Approach Road Damaged | Makrapar to Sahpur pwd road appro. 800 mtr. submerged. Dated on 18/5/2022 as per report from Gaon Pradhan , Agri Bundh Damaged | Sanora to Nakerbari Agree road submerged appr.700 mtr .Dated on 18/5/2022 .As per report from Gaon Pradhan., Culvert Approach Road Damaged | As per report of PWD department dated on 18/5/2022 Kendukuchi to Gohairkhat road culvert approach damaged .Lat 26.511361 Long 91.420342, Culvert Approach Road Damaged | As per report of PWD department dated on 18/5/2022 Kendukuchi to Pub Kendukuchi apprach damaged and erosion .Lat 26.518797 Long 91.414948, Paschim Nalbari - Bridge Approach Road Damaged | Approaches damaged of RCC Br. No. 1/1 on Barbila Lokhopur road via Sarthebari. Information received from AEE, PWRD Department on 18/05/2022 , Irrigation Canal/Scheme Damaged | Burhadia ELIS Point No. 4, Burhadia ELIS Point No- 5 and Amoni ELIS submerged. As per information received from JE, Irrigation Department on 17/05/2022 , Tihu - Power Dept. Poles | HT pole:6nos, Lat/Long:91.238732/26.419026, Date of Occurance :18/05/2022, information received From Official, APDCL, Tihu, Power Dept. Conductors | Length:800 mts, Lat/Long:91.238732/26.419026, Date of Occurance :18/05/2022, information received from official of APDCL, Tihu",18-05-2022,0,"{'Banekuchi ': 5, 'Nalbari ': 2, 'Tihu ': 2}",,,,,
Nalbari,"Ghograpar - PWSS Damaged | As per PWSS report, on 18/06/2022, Ghograpar PWSS - i) 140 MM UPVC - 55 m, ii) FHTC - 3 nos has been damaged , PWSS Damaged | As per PWSS report , on 18/06/2022, Bilpar PWSS, i ) 1 no. Of submersible pump 5HP ii) development of DTW has been damaged, PWSS Damaged | As per PWSS report on 18/06/2022, chilling PWSS, 110 mm UPVC - 20 m has been damaged, PWSS Damaged | As per PWSS report on 18/06/2022 ,Bhadrabangal PWSS, 140mm UPVC- 12 m has been damaged, PWSS Damaged | As per PWSS report, on 18/06/2022, Akna PWSS, i) 140 mm UPVC - 60 m, ii) 110 mm UPVC - 80 m, iii) FHTC - 17 nos has been damaged, PWSS Damaged | As per PWSS report, on 18/06/2022, Malibhita PWSS, i) 110 mm UPVC - 60 m, ii) 90 mm UPVC - 95 M, iii) 75 mm UPVC - 102 m, iv) FHTC - 27nos has been damaged, PWSS Damaged | As per PWSS report, on 18/06/2022, Chongnoipar PWSS, i) 110 mm UPVC - 45 M, ii) 90 mm UPVC - 60 m, iii) 75 mm UPVC - 50 m, iv) FHTC - 22 nos has been damaged, PWSS Damaged | As per PWSS report, on 18/06/2022, chataibari PWSSS ,i) 140 mm UPVC - 50 m , ii) 110 mm UPVC -. 80 mm, iii) 90 mm UPVC - 90 m, iv) 75 mm UPVC - 80 m, v) FHTC - 29 nos, vi) 80 mm GI pipe - 18 m has been damaged, PWSS Damaged | As per PWSS report, on 18/06/2022, Rangafali PWSS, i) 90 mm UPVC - 12m , ii) FHTC - 2 nos has been damaged, PWSS Damaged | As per PWSS report, on 18/06/2022, Borkhola PWSS, i) 110 mm UPVC -. 10 m, ii) 90 mm UPVC - 40 m, iii) 75 mm UPVC - 50 m , iv) FHTC - 30 Nos has been damaged, PWSS Damaged | As per PWSS report, on 18/06/2022, Chatma PWSS, i) 90 mm UPVC - 30 m , ii) 75 mm UPVC - 65 m, iii) FHTC - 2 nos has been damaged, Handloom & Textile Deptt | As per handloom textile report, on 02/07/2022, 7 (seven) nos of weavers has been affected",03-07-2022,0,{'Ghograpar ': 12},,,,,
